pid	qid1	qid2	question1	question2	is_duplicate
33634	2270	6188	para pedirle mi orden a alguien	Alguien usó mi tarjeta de crédito sin autorización	0
33636	2629	8679	cancelar esperando el pago	Mi orden todavía está esperando el pago	0
33638	5534	11739	¿puedes verificar mi disputa?	¿Puedes verificar mi dirección de correo electrónico?	0
33640	9973	5535	cómo cambiar la dirección de entrega	¿Cómo puedo verificar si tengo mi dirección correcta para la entrega?	0
33642	9407	14584	Necesito ayuda con mi pedido	Necesito cambiar el nombre de mi orden	0
33644	3487	766	pero quiero responder a los diez mejores artículos por favor díganme: necesito los diez artículos principales que se vendieron en 2017	por favor dime que paso con mis articulos	0
33646	5192	13139	¿Podrás ayudarme?	¿puedes procesar la visa?	0
33648	3148	9682	Ellos me envían eso	envíame un contacto de correo electrónico de servicio al cliente	0
33650	9059	6483	Supongo que eres un robot	Sé que eres un robot.	1
33652	7911	13301	ok lo explicaré brevemente	ok bye eva	0
33654	8600	12074	Quiero cancelar mi tarjeta de crédito	Quiero saber por qué se carga mi tarjeta de crédito antes de que se reciban los pedidos	0
33656	2300	11438	necesito cancelar mi pedido y necesito que me devuelvan mi dinero	Quiero cancelar esta orden y recuperar mi dinero	1
33658	11806	4944	La protección de mi comprador ha terminado y he recibido paquetes para 3 de 4 de mis pedidos ... No estoy muy contento. Mis vendedores no extendieron la protección de mi comprador a excepción de uno. Me gustaría que me devuelva mi dinero.	¿Cómo extender el tiempo de protección de mi comprador?	0
33660	2322	10132	para encontrar mi número de orden, etc.	¿Cómo obtener mi número de orden?	1
33662	2469	10968	cómo editar contacto	¿Cómo edito mi perfil?	1
33664	3168	9080	Recibí un reembolso pero no el total ¿por qué?	¿Dónde está Jack Ma?	0
33666	11820	12812	quiero la orden todo lo que quiero es cambiar la dirección de inglés a holandés	Quiero cambiar mi orden	1
33668	10833	11667	Perdóname, pero ¿cómo tomar una captura de pantalla?	¿Cuánto tiempo llevará llegar hasta aquí?	0
33670	9629	2178	eso no funcionó	cómo ponerse a trabajar	0
33672	6539	106	cómo contactar al servicio al cliente.	¿Cómo puedo contactar al servicio de atención al cliente?	1
33674	6939	4515	cómo puedo verificar mi cuenta	cómo puedo desactivar mi cuenta	0
33676	10296	282	No veo mi pregunta y solo trato de hacer un pedido pero su sitio web no responde	no sé tu sitio web	0
33678	5935	14448	Después del pago, ¿cómo informo que lo hice? Voy a hacer la unión del oeste, y ¿cómo lo hago?	Hice el pago en moneda en el banco, ¿cómo recibo esa devolución?	0
33680	149	14313	han pasado 32 días y no veo ninguna actualización en mi pedido	Pagué pero no puedo ver ninguna confirmación de mi pago	0
33682	8348	5235	puedo hablarle a un humano por favor	¿Puedo hablar con una persona?	1
33684	11976	11316	Buen día para reemplazar otro número de tarjeta de pago	Mi pago es bueno, pero mi pedido fue cancelado.	0
33686	4849	12153	¿Cómo puedo obtener el código de seguimiento nacional para mi producto?	No puedo encontrar el código de seguimiento del producto	1
27373	583	4203	cancelado sin envío	¿Qué está esperando el envío?	0
33688	2090	7944	Soy de Pakistán y quiero volver a vender tus productos	Quiero un precio en algunos productos.	0
33690	4433	3633	cómo enviar un comentario	¿Cómo elimino un comentario?	0
33692	11630	2224	esto no está llegando a ningún lado	Cuando hice mi pedido, la tarjeta seguía siendo rechazada	0
33694	1933	1357	¿Cómo cargo una foto?	No puedo subir archivos adjuntos.	1
33696	3338	12922	mi pedido fue procesado sin que yo haya confirmado los detalles del pago	¿Por qué se verifica mi pago mientras el pago ya se ha procesado?	0
33698	11742	3012	Siento que hablo con un robot y no me gusta esto.	No quiero hablar con un robot.	1
33700	9998	9836	¿Por qué se realizó mi pago después de cancelar mi pedido?	Mi pago no pasa, ¿qué hago?	0
33702	11194	6287	mi orden es cancelada	¿cómo saber si mi pedido se cancela o no?	0
33704	2348	12500	Cancelo el pedido y el reembolso del estado no cambia	¿Cómo puedo cambiar otra razón para cancelar el pedido?	0
33706	5478	11212	¿Cómo es posible que yo cargue algo que no compre?	No puedo comprar ningún producto que me bloqueen	0
33708	13679	2708	No he recibido los productos	Quiero saber si estoy en España, ¿cuánto tiempo espero?	0
33710	1778	13739	mi carrito esta vacio	¿Por qué mi carrito de compras fue borrado?	1
33712	8462	3034	hola, ¿puedo pagar cuando entregado?	hola tengo un problema con una tienda	0
1714	2947	825	cómo informar al vendedor.?	¿Cómo informo a un vendedor?	1
33714	2809	10056	No satisfecho con la disputa	No hay reembolso en disputa	0
33716	1900	11906	mi envío cancelado	Mi pedido no está verificado y ahora está cancelado.	0
33718	2289	2212	necesito abrir la disputa	¿Cuándo puedo abrir una disputa?	0
33720	9888	4677	el vendedor me ha prometido recibir los artículos dentro de 25 días ahora más de 30 días y aún no recibo el pedido, quiero un reembolso completo, como prometió, ya que pasaron más de 25 días	Ya pagué hace 7 días, pero el estado de mi pedido no ha cambiado todavía. Todavía está esperando el pago	0
33722	5670	8763	Deseo cambiar mi dirección de correo electrónico pero mi dirección de correo anterior ya no está en uso	Alguien usa mi dirección de correo electrónico	0
33724	6137	334	Me he registrado con una dirección de correo electrónico incorrecta	He ingresado una dirección de entrega incorrecta	0
33726	890	5902	el vendedor no responde	El vendedor no fue honesto	0
33728	2378	4883	tengo un problema con el vendedor	Tengo un problema.	0
33730	6207	9006	Cómo contactar al vendedor	¿Cómo envío una imagen al vendedor?	0
33732	2465	4311	por favor tengo un problema	Tengo un problema con el cupón	0
33734	8510	6666	ahora olvido mi contraseña	Quiero cambiar mi contraseña y olvidé la Pregunta de seguridad	0
33736	6995	14281	tengo una nueva tarjeta de débito, ¿cómo puedo actualizar mi tarjeta?	cómo pago con mi tarjeta de débito Visa	0
33738	8426	9071	Recibí un correo electrónico de confirmación de registro para otro correo electrónico, que nunca usé para esto, por supuesto que no lo confirmé, pero después recibí también una confirmación de pedido, que no he hecho en absoluto.	Nunca confirmo mi pedido como recibido pero mi transacción se completa	0
33740	4706	5058	¿Ya recibiste mi pedido?	¿Recibiste mi pregunta?	0
33742	4220	1787	cómo guardar el método de pago	usar otro método de pago	0
20703	9584	985	La fecha límite para abrir una disputa ya ha terminado, ¿cómo puedo?	¿Cómo abro una disputa?	0
33745	2452	1053	Todavía no he recibido mi pedido y dura demasiado	Cancelé esta orden hace algunas semanas, pero aún no he recibido ningún reembolso.	0
33747	3257	11582	Quiero saber que si estoy en Pakistán y lo entregas en casa, ¿nos llevarás dólares o nuestra moneda?	¿A qué número puedo llamar para servicio al cliente aquí en los Estados Unidos?	0
33749	4993	2132	no recibido mi pedido La disputa a petición del vendedor se cerró. Ahora no producto no disputa de nuevo no se puede abrir	¿Por qué mi pedido muestra una disputa cerrada?	0
33751	4605	3657	¿Cómo uso Select Coupon?	¿Cómo uso el cupón del vendedor?	0
33753	12470	11723	¿Cómo puedo apelar mis órdenes que no fueron resueltas por razones de seguridad?	¿Pasó mi última transacción?	0
33755	9059	10954	Supongo que eres un robot	¿Por qué estoy conectado a un robot?	0
33757	9435	3440	también no puedo abrir otras páginas con tales bienes	¿Puedo obtener otras opciones de pago además de la tarjeta de crédito?	0
33759	1062	4555	sin embargo, traté de comprar la misma impresora y pagué con la misma tarjeta de crédito, pero no funciona.	¿Por qué pagué el mismo producto dos veces?	0
33761	2452	2795	Todavía no he recibido mi pedido y dura demasiado	Pago mi pedido pero aún no procesado	0
33763	4359	14129	¿Cómo apelo mi pago?	Me pregunto cómo puedo enviar un comprobante de pago de mis compras	0
33765	7688	6070	cómo usar puntos de recompensa	¿Cómo usar el cupón de registro?	0
33767	2165	68	No he recibido mi pedido ni ninguna conformación de él, incluso siendo enviado	¿Cómo puedo saber si mi pedido fue enviado?	1
33769	12762	4311	Tengo problemas para ver el sitio	Tengo un problema con el cupón	0
33771	1765	5217	guardar tarjeta de crédito	Tipo de tarjeta de crédito	0
33773	8502	4689	para la redención dice que estoy fuera con los días	No puedo iniciar sesión y dice que mi cuenta fue desactivada	0
33775	4993	2281	no recibido mi pedido La disputa a petición del vendedor se cerró. Ahora no producto no disputa de nuevo no se puede abrir	Quiero abrir disputa para mi orden	0
33777	13363	9872	hola eva me recuerda	hola señorita Eva	1
33779	1038	2937	Mi cuenta está rota	cómo cancelar mi cuenta	0
33781	3124	256	cómo comprobar el cupón?	cómo verificar el motivo de la disputa	0
33783	2426	14586	Imposible crear una cuenta	Es imposible ordenar el producto	0
33785	2478	3647	Necesito acelerar tres de mis pedidos, uno de ellos ya ha sido enviado y los otros dos están pendientes, ¿hay alguna forma de ayudarme?	¿Hay alguna otra manera de ordenar, no tengo tarjeta de crédito	0
33787	6426	708	No puedo crear e iniciar sesión en la cuenta. no me deja después de ingresar el código	por qué no puedo crear una cuenta para mí	0
20345	3358	11902	no puedo dejar comentarios	¿Cuándo puedo dejar comentarios?	0
33789	7093	9122	Quiero agrupar proveedores por país	Los proveedores fueron suspendidos mientras pagaba	0
33791	8312	5225	no, eso no es lo que estoy preguntando	¿Qué hora es allí?	0
33793	1580	9381	Quiero hablar con el trabajador	Quiero saber si alguien puede hablar en	0
33795	8180	12918	Hablé contigo ayer	Te quiero.	0
33797	8031	6167	cómo establecer una nueva dirección de envío	¿Cómo configuro la dirección de envío?	1
33799	12606	1155	envío de mensajería a Alemania?	mi mensajero cambia la dirección de envío	0
33801	1050	10088	No puedo hacer una cuenta y quiero rastrear un paquete	Quiero devolver el paquete	0
33803	2197	4832	como puede ayudarme	puedes ayudarme con	1
33805	3607	7030	todavía no he recibido mi reembolso	mi pedido todavía está esperando ser enviado	0
33807	599	746	¿Puedo usar la tarjeta visa entonces? Si es así, ¿cómo podría agregar la tarjeta a la información?	puedo usar una tarjeta de credito	0
33809	5572	11396	¿Todos tienen un número al que podría llegar?	¿Tienes un número de teléfono para alcanzar	1
33811	607	8466	Quiero usar otro método de pago	otro método de pago	1
33813	365	11916	pero uso cajero automático	¿Puedo usar el cupón?	0
2833	2074	4473	cómo presentar una queja	¿Qué tal mi queja?	0
33816	1852	5423	No se trata de la orden de seguimiento	Protección de Compra de Orden ¿De qué se trata?	0
33818	6462	11383	El producto llegó pero no puedo transferir el dinero al vendedor	¿Cuándo daré dinero por un producto?	0
33820	3875	3344	cómo eliminar los comentarios	¿Cómo informar el abuso de comentarios?	0
33822	8052	14589	¿envías a Irán?	¿Usted envía a China?	0
33824	8898	10795	Cómo responder la propuesta en mi caso de disputa	¿Cuál es mi número de caso?	0
33826	1042	10630	después de la cantidad de días que recibí mi producto mi país es Pakistán obtuve mi número de rastreo 2 días antes	¿En cuántos días puedo esperar mi entrega?	1
33828	9803	7054	por qué mi pedido canceló el envío	¿Por qué cancelaste mi pedido?	1
33830	93	10170	He hecho todo el seguimiento	He hecho esto, no ayudó	0
33832	10147	9594	¿Cómo restablezco la contraseña?	¿Por qué no puedo recibir el correo electrónico de restablecimiento de contraseña?	0
33834	6404	14591	número será recibido	¿Por qué recibí el error El número de cuenta bancaria no es válido?	0
33836	4011	1723	Tengo un proyector que compré y venía con un defecto Intenté abrir una disputa y el sitio web me sugirió que negocie con la tienda, traté de negociar, la tienda me prometió enviar otro proyector, hice mi parte, me molestó y no recibió th	No recibí la factura	0
33838	4285	7162	cómo encontrar el número de pedido	¿Cómo encontrar mi número de orden?	1
33840	2504	9176	Es la 5 vez que contacto mi orden no viene	Podría tener contacto no.	0
33842	2201	3703	necesito comprar mi pedido pero no pagar a la tienda ajustar el precio, entonces pago	Quiero pagar mi pedido	0
33844	4560	13243	¿Cómo registro una cuenta comercial?	¿Cómo puedo registrar mi cuenta?	0
33846	3333	9650	Si solicito un producto de Alemania entregado en Finlandia, ¿tengo que pagar aduanas e impuestos?	¿Tengo que pagar impuestos a las aduanas?	1
33848	1692	7193	Necesito ayuda con mi apelación	Necesito ayuda con el seguimiento de mi envío	0
33850	7583	14593	Duplicar pagos para resolver	¿Por qué me cobraron dos pagos?	1
33852	2080	1223	No encuentro el icono de iDeal en mis opciones de pago	¿Puedo pagar con iDeal?	1
33854	9044	4888	hola, tengo una pregunta sobre el sitio. Sabes, realmente me encanta navegar, buscar cosas divertidas para comprar y me pregunto si los planes son poner un botón de "producto aleatorio" en la página para enviarte a una página al azar.	te quiero.	0
33856	519	2287	No puedo ver el orden en mi auto	¿Por qué no puedo ver mis últimas órdenes?	1
33858	2705	11872	¿en que pais vives?	¿De qué ciudad vienes?	0
33860	8339	9333	Ya abrí una disputa, pero la rechazan	puedo abrir disputa si el pago ya ha sido liberado	0
18295	1900	2764	mi envío cancelado	¿Por qué se cancela mi pedido?	1
33863	8431	11924	¿Hay algún cargo extra por el reembolso?	cargos extra al comprador	1
12061	667	5954	¿Qué pasará cuando abra una disputa?	¿Qué pasará si el vendedor no responde a mi disputa?	0
33866	6715	14595	descripción del paquete no debe ser mencionado	Aduanas mantuvo el paquete	0
24160	7812	8012	¿Cuál es mi contraseña? No puedo entender lo que me enviaste	Envié todos los materiales para verificar mi tarjeta de crédito. ¿Lo que sucederá?	0
33868	2952	5357	Ok, pedí una camiseta y se verificó y pagó. Pero el vendedor ha cancelado el pedido, no respondo al correo y estoy preocupado.	Pagué un pedido pero luego fue cancelado. El vendedor no ha reembolsado el dinero.	1
33870	3766	9341	intercambia monedas por cupones	No tengo mis monedas	0
33872	3478	5001	eliminar la lista de deseos	compartir mi lista de deseos	0
33874	11510	11290	Quiero saber cuándo recibiré el reembolso. Recibí un correo electrónico que indica que el vendedor acepta reembolsar	Ya pagué y quiero saber cuándo recibiré de vuelta mis pagos.	1
33876	2221	11373	necesito llamar contigo	¿Puedo llamarte?	1
